1000	10	2482	2652	284873851	14	0	0.807617	98
1001	11	2417	2650	284873852	14	0	0.118164	98
1002	0	2201	2345	342658268	14	0	0.202148	97
1003	1	2222	2294	342658268	14	0	0.983398	97
1004	2	5317	5818	342658268	14	0	0.139648	97
1005	3	3219	3566	342658269	14	0	0.186523	97
1006	10	2298	2556	586395423	14	0	0.413086	97
1007	11	2295	2443	586395423	14	0	0.002930	97
1008	8	2136	2246	586395434	14	0	0.483398	98
1009	9	2114	2186	586395434	14	0	0.327148	98
1010	12	3937	4768	597837251	14	0	0.646484	98
1011	13	3425	4024	597837252	14	0	0.532227	98
1012	4	4129	4784	597837260	14	0	0.639648	98
1013	5	3899	4421	597837261	14	0	0.202148	98
1014	11	2257	2362	669642663	14	0	0.905273	97
1015	8	2160	2257	669642664	14	0	0.600586	97
1016	9	2106	2193	669642664	14	0	0.655273	97
1017	10	2115	2207	669642664	14	0	0.920898	97
1018	0	2466	2764	742860024	14	0	0.772461	97
1019	1	2234	2351	742860025	14	0	0.670898	97
1020	12	2774	3219	742860028	14	0	0.427734	98
1021	13	2533	2754	742860029	14	0	0.241211	98
1022	7	2153	2227	804374074	14	0	0.303711	97
1023	6	2192	2414	804374075	14	0	0.108398	97
1024	8	2247	2358	804374081	14	0	0.565430	98
1025	9	2099	2260	804374081	14	0	0.311523	98
1026	13	2403	2592	843924893	14	0	0.301758	97
1027	12	2928	3249	843924894	14	0	0.359375	97
1028	9	4208	5106	843924895	14	0	0.349609	97
1029	8	3020	3448	843924896	14	0	0.036133	97
1030	9	2082	2125	945765962	14	0	0.514648	98
1031	8	2109	2180	945765963	14	0	0.670898	98
1032	2	2477	2697	945765964	14	0	0.999023	97
1033	3	3300	3636	945765964	14	0	0.092773	97
1034	0	2243	2379	1639495857	14	0	0.795898	97
1035	1	2255	2370	1639495857	14	0	0.983398	97
1036	6	2087	2163	1639495864	14	0	0.233398	98
1037	7	2087	2140	1639495864	14	0	0.405273	98
1038	11	2754	3034	1682114516	14	0	0.544922	97
1039	10	2365	2545	1682114517	14	0	0.499023	97
1040	0	2863	3131	1682114612	14	0	0.022461	97
1041	1	2856	3001	1682114612	14	0	0.049805	97
1042	1	2212	2290	1758851903	14	0	0.733398	97
1043	0	2185	2271	1758851904	14	0	0.092773	97
1044	0	2739	2912	1758851925	14	0	0.999023	98
1045	1	2794	2999	1758851926	14	0	0.108398	98
1046	11	2230	2383	1768899869	14	0	0.651367	97
1047	10	2178	2323	1768899870	14	0	0.436523	97
1048	6	2210	2353	1768899883	14	0	0.506836	98
1049	7	2124	2269	1768899884	14	0	0.858398	98
1050	6	2137	2252	1820559717	14	0	0.858398	97
1051	7	2120	2263	1820559718	14	0	0.186523	97
1052	6	2069	2101	1820559727	14	0	0.686523	98
1053	7	2098	2201	1820559728	14	0	0.639648	98
1054	6	2214	2343	1852256470	14	0	0.573242	97
1055	7	2083	2116	1852256471	14	0	0.858398	97
1056	12	2112	2230	1852256478	14	0	0.842773	98
1057	13	2221	2325	1852256479	14	0	0.151367	98
1058	13	2371	2580	2084889348	14	0	0.231445	97
1059	12	2493	2695	2084889349	14	0	0.692383	97
1060	10	2223	2340	2084889363	14	0	0.174805	98
1061	11	2156	2226	2084889363	14	0	0.092773	98
1062	11	4554	6317	199497849	15	0	0.716797	97
1063	10	3560	4921	199497850	15	0	0.423828	97
1064	6	8446	12875	199497851	15	0	0.622070	97
1065	7	3495	4582	199497852	15	0	0.708008	97
1066	9	12769	17254	373867455	15	0	0.487305	97
1067	8	7967	10065	373867456	15	0	0.188477	97
1068	2	15657	17618	373867463	15	0	0.522461	97
1069	3	14659	17057	373867463	15	0	0.637695	97
1070	6	2276	2496	565949759	15	0	0.495117	97
1071	7	2098	2205	565949760	15	0	0.842773	97
1072	0	3321	3705	565949768	15	0	0.959961	97
1073	1	2662	2913	565949768	15	0	0.788086	97
1074	13	4141	5071	675603669	15	0	0.195312	97
