1075	10	5561	7133	675603671	15	0	0.414062	97
1076	11	3484	4224	675603671	15	0	0.628906	97
1077	12	3885	4488	675603671	15	0	0.092773	97
1078	12	10217	14013	675603682	15	0	0.975586	98
1079	13	10869	14347	675603683	15	0	0.447266	98
1080	13	2148	2272	695138078	15	0	0.116211	97
1081	12	2207	2351	695138079	15	0	0.674805	97
1082	12	2113	2258	695138091	15	0	0.264648	98
1083	13	2118	2189	695138091	15	0	0.608398	98
1084	6	5094	6142	924750741	15	0	0.568359	97
1085	7	2330	2499	924750742	15	0	0.823242	97
1086	6	2218	2340	924750753	15	0	0.034180	98
1087	7	2201	2304	924750753	15	0	0.538086	98
1088	2	4699	5128	1229643734	15	0	0.241211	97
1089	3	2891	3115	1229643735	15	0	0.155273	97
1090	6	2124	2214	1229643740	15	0	0.983398	98
1091	7	2159	2334	1229643741	15	0	0.163086	98
1092	6	6375	7888	1520297339	15	0	0.443359	97
1093	7	3318	3784	1520297340	15	0	0.348633	97
1094	2	4688	5200	1520297344	15	0	0.366211	97
1095	3	4496	4903	1520297344	15	0	0.381836	97
1096	10	2366	2566	1663935089	15	0	0.711914	97
1097	11	2182	2280	1663935089	15	0	0.780273	97
1098	6	2557	2719	1663935092	15	0	0.651367	97
1099	7	2140	2281	1663935094	15	0	0.053711	97
1100	10	2825	3293	1681447728	15	0	0.453125	97
1101	11	2759	3035	1681447728	15	0	0.208984	97
1102	6	2956	3413	1681447731	15	0	0.401367	97
1103	7	2234	2390	1681447732	15	0	0.440430	97
1104	8	2136	2199	124255689	16	0	0.631836	97
1105	9	2139	2410	124255689	16	0	0.280273	97
1106	2	3459	3785	124255690	16	0	0.686523	97
1107	3	4019	4704	124255690	16	0	0.405273	97
1108	11	2519	2811	374025366	16	0	0.305664	97
1109	10	2261	2443	374025367	16	0	0.206055	97
1110	8	2110	2205	374025377	16	0	0.733398	98
1111	9	2087	2175	374025377	16	0	0.717773	98
1112	9	4272	5372	394372113	16	0	0.972656	98
1113	8	4165	5293	394372114	16	0	0.915039	98
1114	12	4055	4864	394372114	16	0	0.251953	98
1115	13	3266	3729	394372115	16	0	0.106445	98
1116	6	2660	2887	494333022	16	0	0.162109	97
1117	7	2420	2701	494333022	16	0	0.608398	97
1118	0	2239	2334	494333027	16	0	0.358398	97
1119	1	2190	2276	494333027	16	0	0.124023	97
1120	8	2155	2286	516816489	16	0	0.452148	97
1121	9	2175	2541	516816489	16	0	0.186523	97
1122	0	2322	2449	516816497	16	0	0.491211	97
1123	1	2213	2300	516816497	16	0	0.999023	97
1124	13	2591	2814	699093206	16	0	0.233398	97
1125	12	2158	2245	699093208	16	0	0.764648	97
1126	9	2117	2181	699093220	16	0	0.467773	98
1127	8	2088	2130	699093222	16	0	0.624023	98
1128	8	2718	3069	708677386	16	0	0.446289	97
1129	9	2700	2909	708677386	16	0	0.468750	97
1130	0	2656	2798	708677416	16	0	0.405273	98
1131	1	2728	2824	708677416	16	0	0.342773	98
1132	0	2267	2519	783783801	16	0	0.905273	97
1133	1	2357	2516	783783801	16	0	0.100586	97
1134	9	2117	2323	783783810	16	0	0.717773	98
1135	8	2113	2200	783783811	16	0	0.249023	98
1136	10	2740	3064	797466247	16	0	0.932617	97
1137	11	2323	2561	797466248	16	0	0.284180	97
1138	9	2134	2210	797466259	16	0	0.264648	98
1139	8	2088	2205	797466260	16	0	0.686523	98
1140	3	7617	8741	941320830	16	0	0.268555	97
1141	0	2278	2480	941320831	16	0	0.131836	97
1142	1	2345	2468	941320831	16	0	0.350586	97
1143	2	3478	3746	941320831	16	0	0.233398	97
1144	11	2120	2223	1109710577	16	0	0.608398	98
1145	10	2094	2275	1109710578	16	0	0.170898	98
1146	6	2360	2517	1109710580	16	0	0.194336	98
1147	7	2183	2233	1109710580	16	0	0.788086	98
1148	6	2604	2771	1636626366	16	0	0.141602	97
1149	7	2410	2604	1636626366	16	0	0.286133	97
1150	12	2149	2214	1636626374	16	0	0.514648	98
1151	13	2366	2463	1636626374	16	0	0.151367	98
1152	11	2979	3440	1880197193	16	0	0.759766	97
1153	10	2278	2443	1880197195	16	0	0.112305	97
1154	9	2252	2389	1880197205	16	0	0.284180	98
1155	8	2346	2541	1880197206	16	0	0.135742	98
1156	10	2623	2964	2051039612	16	0	0.408203	97
1157	11	2571	2803	2051039612	16	0	0.145508	97
1158	9	3383	3904	2051039622	16	0	0.601562	98
1159	8	2960	3352	2051039623	16	0	0.785156	98
1160	10	2467	2666	2064367878	16	0	0.825195	97
1161	11	2225	2456	2064367878	16	0	0.831055	97
1162	12	2076	2152	2064367890	16	0	0.655273	98
1163	13	2076	2213	2064367891	16	0	0.092773	98
1164	13	2146	2262	2130282705	16	0	0.217773	97
1165	12	2530	2808	2130282706	16	0	0.049805	97
1166	2	5480	6370	2130282707	16	0	0.233398	97
1167	3	3191	3614	2130282708	16	0	0.124023	97
1168	10	3640	4376	64456608	17	0	0.348633	98
1169	11	3601	4188	64456608	17	0	0.283203	98
1170	6	4450	5344	64456609	17	0	0.844727	98
1171	7	2471	2810	64456611	17	0	0.247070	98
1172	13	2681	2970	120752329	17	0	0.257812	97
1173	12	2436	2639	120752331	17	0	0.192383	97
1174	12	2107	2147	120752343	17	0	0.436523	98
1175	13	2122	2160	120752344	17	0	0.061523	98
1176	6	2269	2488	219134493	17	0	0.666992	97
1177	7	2363	2516	219134493	17	0	0.418945	97
1178	12	3752	4444	219134501	17	0	0.301758	98
1179	13	3992	4937	219134501	17	0	0.976562	98
1180	0	4188	4690	437638351	17	4	0.916992	97
1181	2	3119	3453	437638352	17	0	0.436523	97
1182	1	2473	2607	437638353	17	0	0.069336	97
1183	3	2420	2547	437638353	17	0	0.249023	97
1184	6	2365	2466	557348082	17	0	0.057617	97
1185	7	2299	2451	557348082	17	0	0.254883	97
1186	1	2487	2690	557348086	17	0	0.803711	97
1187	0	2462	2562	557348087	17	0	0.225586	97
1188	10	2231	2343	607047615	17	0	0.592773	98
1189	11	2515	2697	607047615	17	0	0.168945	98
1190	0	3445	3622	607047633	17	0	0.920898	98
1191	1	3176	3402	607047634	17	0	0.092773	98
1192	9	2855	3139	818607201	17	0	0.343750	98
1193	12	2727	3222	818607201	17	0	0.975586	98
1194	8	2584	3052	818607202	17	0	0.170898	98
1195	13	3608	4304	818607202	17	0	0.359375	98
1196	8	3525	4191	928304098	17	0	0.280273	97
1197	9	3102	3798	928304098	17	0	0.351562	97
1198	0	3128	3332	928304128	17	0	0.420898	98
1199	1	2831	2942	928304128	17	0	0.811523	98
